tree,leaf,treatment,exp.round,field.date,lab.date,field.obs,lab.mite.obs,dom,eggs,RS,LB,nymph,OB,LL,LC,CLB,SP,MISC,BY,PR,eriophyid.pres,fungal.obs,fungal.count,fungal.notes,midrib.tape,leaf.tear,mite.notes,field.notes,gall_mm2,prop_herb,leaf_area_mm2,longitude,latitude,elevation,B
51,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,26,2,0,1,1,0,1,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,34.21854261,0.017854564,2221.647929,-84.473771,42.717038,280,0
52,1,control,2,30-Jun-22,1-Jul-22,NA,MW,21,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,5.430092391,0,3193.100419,-84.47477,42.71485,274,0
52,2,control,2,30-Jun-22,1-Jul-22,NA,MW,18,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,3,NA,1,NA,NA,NA,3.365582017,0,1592.208824,-84.47477,42.71485,274,0
52,3,control,2,30-Jun-22,1-Jul-22,NA,MW,21,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,2,NA,NA,NA,NA,NA,3.444434843,0,2077.395643,-84.47477,42.71485,274,0
53,1,treatment,2,30-Jun-22,1-Jul-22,NA,BSM,19,1,3,1,0,0,0,0,0,0,0,0,0,0,AM,0,changed to zero after conversation with Rebecca,NA,NA,large egg masses,NA,7.473097449,0,1969.632503,-84.47513,42.7159,278,0
53,2,treatment,2,30-Jun-22,1-Jul-22,NA,BSM,19,1,1,8,0,0,0,0,0,0,0,0,0,0,AM,0,changed to zero after conversation with Rebecca,NA,NA,large egg masses,NA,28.1199933,0,2449.407151,-84.47513,42.7159,278,0
53,3,treatment,2,30-Jun-22,1-Jul-22,NA,BSM,18,0,0,1,0,0,0,0,0,0,0,0,0,0,AM,0,changed to zero after conversation with Rebecca,NA,NA,"five large, yellowish oval eggs",NA,0,0,3672.516645,-84.47513,42.7159,278,0
54,1,control,2,30-Jun-22,1-Jul-22,NA,CG,25,1,0,5,1,0,0,0,2,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,22.0967126,0,1986.168299,-84.475067,42.717657,278,0
54,2,control,2,30-Jun-22,1-Jul-22,NA,CG,27,3,0,5,0,0,0,0,2,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,49.26509565,0,3386.169773,-84.475067,42.717657,278,0
54,3,control,2,30-Jun-22,1-Jul-22,NA,CG,21,4,1,5,2,0,0,1,1,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2640.498016,-84.475067,42.717657,278,0
55,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,15,1,0,1,0,0,2,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,18.19170556,0,2781.916977,-84.473862,42.71701,280,0
55,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,20,0,0,0,1,0,2,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,112.1699382,0,2937.868155,-84.473862,42.71701,280,0
55,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,19,0,0,5,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,8.132593819,0,3274.877968,-84.473862,42.71701,280,0
56,1,control,2,30-Jun-22,1-Jul-22,NA,CG,25,3,0,15,1,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,6.062707115,0,2521.747451,-84.47735,42.71721,275,0
56,2,control,2,30-Jun-22,1-Jul-22,NA,CG,27,0,1,11,0,0,0,1,0,0,2,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2091.718184,-84.47735,42.71721,275,0
56,3,control,2,30-Jun-22,1-Jul-22,NA,CG,28,1,0,5,0,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,7.136180825,0,2831.755548,-84.47735,42.71721,275,0
57,1,treatment,2,30-Jun-22,1-Jul-22,NA,CG,25,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,11.08240638,0,2304.936228,-84.47298,42.71746,279,0
57,2,treatment,2,30-Jun-22,1-Jul-22,NA,CG,28,0,0,1,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,3481.251945,-84.47298,42.71746,279,0
57,3,treatment,2,30-Jun-22,1-Jul-22,NA,CG,27,0,0,16,1,0,0,0,0,0,0,0,0,0,AM,6,NA,NA,NA,NA,NA,0,0,3487.363039,-84.47298,42.71746,279,0
58,1,control,2,30-Jun-22,1-Jul-22,NA,MW,22,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,27.70601596,0,2423.50579,-84.473078,42.717194,277,0
58,2,control,2,30-Jun-22,1-Jul-22,NA,MW,22,1,0,2,2,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,20.600301,0,2290.151323,-84.473078,42.717194,277,0
58,3,control,2,30-Jun-22,1-Jul-22,NA,MW,23,0,1,0,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,25.12537799,0,2459.580958,-84.473078,42.717194,277,0
59,1,treatment,2,30-Jun-22,1-Jul-22,NA,BSM,24,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,1703.860842,-84.47337,42.71586,276,0
59,2,treatment,2,30-Jun-22,1-Jul-22,NA,BSM,27,0,1,1,1,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,8.591373902,0,1547.717908,-84.47337,42.71586,276,0
59,3,treatment,2,30-Jun-22,1-Jul-22,NA,BSM,26,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,various eggs,NA,0,0,1995.95501,-84.47337,42.71586,276,0
60,1,control,2,30-Jun-22,1-Jul-22,NA,CG,24,0,0,5,1,0,0,0,0,0,1,0,0,0,AM,0,NA,NA,NA,one might could not be removed from domatium,NA,0,0,2353.803475,-84.475715,42.718735,274,0
60,2,control,2,30-Jun-22,1-Jul-22,NA,CG,27,1,0,3,5,0,1,0,0,0,0,1,0,1,AM,0,NA,NA,NA,NA,NA,2.777770035,0,2687.304337,-84.475715,42.718735,274,0
60,3,control,2,30-Jun-22,1-Jul-22,NA,CG,29,0,1,2,0,0,1,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2071.671645,-84.475715,42.718735,274,0
61,1,treatment,2,30-Jun-22,1-Jul-22,NA,CG,27,0,0,6,3,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,3089.953753,-84.477105,42.715881,274,0
61,2,treatment,2,30-Jun-22,1-Jul-22,NA,CG,25,0,0,6,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,4.874538384,0,2013.13955,-84.477105,42.715881,274,0
61,3,treatment,2,30-Jun-22,1-Jul-22,NA,CG,27,1,0,5,5,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,4.039415264,0,3097.908928,-84.477105,42.715881,274,0
62,1,control,2,30-Jun-22,1-Jul-22,NA,MW,25,0,0,10,5,0,1,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,3878.388831,-84.475936,42.717596,279,0
62,2,control,2,30-Jun-22,1-Jul-22,NA,MW,24,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,4.788517118,0,2488.018154,-84.475936,42.717596,279,0
62,3,control,2,30-Jun-22,1-Jul-22,NA,MW,21,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,37.01602585,0,2662.058888,-84.475936,42.717596,279,0
63,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,26,0,1,2,2,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,3349.001418,-84.47299,42.71505,277,0
63,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,23,0,1,3,2,0,1,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2868.93824,-84.47299,42.71505,277,0
63,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,22,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2749.275491,-84.47299,42.71505,277,0
64,1,control,2,30-Jun-22,1-Jul-22,NA,MW,27,0,0,3,0,0,0,0,0,0,0,0,0,1,AM,89,took a photo of this fungi,1,NA,NA,NA,12.48383617,0,1953.231115,-84.473176,42.717843,282,0
64,2,control,2,30-Jun-22,1-Jul-22,NA,MW,25,0,1,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,1,NA,NA,NA,2.804651681,0,1964.793806,-84.473176,42.717843,282,0
64,3,control,2,30-Jun-22,1-Jul-22,NA,MW,23,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,3.112894549,0,2763.400899,-84.473176,42.717843,282,0
65,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,22,0,0,2,0,0,2,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,12.34763583,0,1807.23869,-84.47334,42.71595,276,0
65,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,20,0,1,1,0,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,12.06806672,0,1968.779458,-84.47334,42.71595,276,0
65,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,20,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,1,NA,NA,NA,NA,NA,5.698908846,0,2609.248999,-84.47334,42.71595,276,0
66,1,control,2,30-Jun-22,1-Jul-22,NA,MW,18,1,0,3,1,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,8.161267574,0,1857.507367,-84.477585,42.717645,273,0
66,2,control,2,30-Jun-22,1-Jul-22,NA,MW,20,0,0,1,2,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2143.87216,-84.477585,42.717645,273,0
66,3,control,2,30-Jun-22,1-Jul-22,NA,MW,19,0,1,2,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,4.519700663,0,2468.432188,-84.477585,42.717645,273,0
1,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,26,0,0,2,0,0,0,0,0,0,0,0,0,1,RG,8,leaf tore during peel,NA,1,NA,NA,14.91931325,0.012084834,3086.000359,-84.47251,42.717283,279,0
1,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,20,0,0,1,0,0,0,0,0,0,0,0,0,1,RG,3,peeled over midrib,1,NA,NA,NA,2.833325436,0,2239.11383,-84.47251,42.717283,279,0
1,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,31,0,2,1,0,0,0,0,0,0,0,0,0,1,RG,8,NA,NA,NA,NA,NA,21.25442104,0,3737.779904,-84.47251,42.717283,279,0
2,1,control,3,15-Aug-22,16-Aug-22,NA,AM,31,0,0,11,0,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0,4397.066597,-84.477702,42.71657,0,0
2,2,control,3,15-Aug-22,16-Aug-22,NA,AM,26,0,0,8,0,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0,3853.333345,-84.477702,42.71657,0,0
2,3,control,3,15-Aug-22,16-Aug-22,NA,AM,28,0,0,10,1,0,0,0,0,0,0,0,0,0,RG,4,NA,NA,NA,NA,NA,0,0,3926.924538,-84.477702,42.71657,0,0
3,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,31,1,0,5,0,0,0,1,0,0,0,0,0,1,RG,7,leaf tore during peel,NA,1,NA,NA,49.5141989,0,4978.468202,-84.47722,42.71611,275,0
3,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,29,0,0,1,0,0,0,1,0,1,0,0,0,1,RG,15,NA,NA,NA,NA,NA,131.4996335,0,2790.27,-84.47722,42.71611,275,0
3,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,28,2,0,2,2,0,0,0,0,0,0,0,0,0,RG,8,NA,NA,NA,1 Psyllid,NA,0,0,3718.034439,-84.47722,42.71611,275,0
4,1,control,3,15-Aug-22,16-Aug-22,NA,CG,24,0,0,7,1,1,0,0,0,0,0,0,0,0,RG,2,NA,NA,NA,NA,NA,0,0,3183.464245,-84.476679,42.717582,277,0
4,2,control,3,15-Aug-22,16-Aug-22,NA,CG,25,0,0,12,1,2,0,0,0,0,0,0,0,0,RG,3,NA,NA,NA,NA,NA,0,0,3399.676904,-84.476679,42.717582,277,0
4,3,control,3,15-Aug-22,16-Aug-22,NA,CG,23,3,2,12,5,0,0,0,0,0,0,0,0,1,RG,2,NA,NA,NA,NA,NA,40.32605247,0,2857.864794,-84.476679,42.717582,277,0
5,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,26,1,1,1,0,0,0,0,0,0,0,0,0,1,RG,26,NA,NA,NA,NA,vine growing on tree,7.88349057,0,4341.815855,-84.47205,42.71452,270,0
5,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,27,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,14,NA,NA,NA,NA,vine growing on tree,0,0,3556.821627,-84.47205,42.71452,270,0
5,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,24,0,0,0,0,0,0,0,0,0,0,0,0,1,RG,8,NA,NA,NA,NA,vine growing on tree,8.83868504,0,3614.127919,-84.47205,42.71452,270,0
6,1,control,3,15-Aug-22,16-Aug-22,NA,CG,21,3,0,1,1,0,0,0,0,0,0,0,0,1,RG,7,leaf tore during peel,NA,1,NA,NA,34.35832717,0,2451.923273,-84.47339,42.71581,276,0
6,2,control,3,15-Aug-22,16-Aug-22,NA,CG,21,0,2,1,1,0,0,0,0,0,0,0,0,0,RG,0,peeled over midrib,1,NA,NA,NA,0,0,2129.578293,-84.47339,42.71581,276,0
6,3,control,3,15-Aug-22,16-Aug-22,NA,CG,22,5,0,1,2,0,0,1,0,0,0,0,0,0,RG,8,NA,NA,NA,NA,NA,0,0,4255.507851,-84.47339,42.71581,276,0
7,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,27,0,0,0,0,0,0,1,0,0,0,0,0,0,RG,0,peeled over midrib,1,NA,NA,NA,0,0,787.6035394,-84.473264,42.717181,278,0
7,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,26,0,0,0,0,0,0,0,0,0,0,0,0,1,RG,14,NA,NA,NA,NA,NA,27.47841803,0,1506.237737,-84.473264,42.717181,278,0
7,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,23,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,4,NA,NA,NA,NA,NA,0,0.006282988,868.5316292,-84.473264,42.717181,278,0
8,1,control,3,15-Aug-22,16-Aug-22,NA,AM,25,1,0,4,1,0,0,0,0,0,0,0,0,0,RG,23,NA,NA,NA,NA,NA,0,0,2691.497874,-84.477201,42.715902,274,0
8,2,control,3,15-Aug-22,16-Aug-22,NA,AM,28,0,1,7,0,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0,3722.65629,-84.477201,42.715902,274,0
8,3,control,3,15-Aug-22,16-Aug-22,NA,AM,27,0,0,4,4,0,0,0,0,0,0,0,0,0,RG,5,NA,NA,NA,NA,NA,0,0,3823.802962,-84.477201,42.715902,274,0
9,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,25,0,0,1,0,0,0,0,0,0,0,0,0,0,RG,4,NA,NA,NA,NA,lots of herbivory,0,0,2513.724176,-84.476826,42.716965,279,0
9,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,25,1,1,1,0,0,0,1,0,0,0,0,0,1,RG,2,NA,NA,NA,NA,lots of herbivory,6.105717748,0,2771.546038,-84.476826,42.716965,279,0
9,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,29,0,0,2,0,0,0,0,0,0,0,0,0,1,RG,8,NA,NA,NA,NA,lots of herbivory,61.32957815,0,3551.282216,-84.476826,42.716965,279,0
10,1,control,3,15-Aug-22,16-Aug-22,NA,CG,20,0,0,0,0,0,0,0,0,0,0,0,0,1,RG,28,NA,NA,NA,NA,NA,1.664869911,0.006985684,1759.353519,-84.47383,42.71518,277,0
10,2,control,3,15-Aug-22,16-Aug-22,NA,CG,22,0,0,2,0,0,0,0,0,0,0,0,0,0,RG,3,NA,NA,NA,NA,NA,0,0,5153.879899,-84.47383,42.71518,277,0
10,3,control,3,15-Aug-22,16-Aug-22,NA,CG,25,0,0,1,2,0,0,0,0,0,0,0,0,1,RG,18,NA,NA,NA,NA,NA,20.3601583,0,2925.509767,-84.47383,42.71518,277,0
11,1,treatment,3,15-Aug-22,16-Aug-22,NA,CG,16,0,5,1,0,0,0,1,0,0,0,0,0,1,RG,0,NA,NA,NA,large insect eggs,NA,6.965930404,0,2861.681987,-84.47337,42.71592,276,0
11,2,treatment,3,15-Aug-22,16-Aug-22,NA,CG,16,0,0,5,1,0,0,0,0,0,0,0,0,1,RG,0,NA,NA,NA,NA,NA,4.894251591,0,1863.229573,-84.47337,42.71592,276,0
11,3,treatment,3,15-Aug-22,16-Aug-22,NA,CG,20,0,0,2,1,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0.007231844,2849.545821,-84.47337,42.71592,276,0
12,1,control,3,15-Aug-22,16-Aug-22,NA,CG,19,0,0,4,2,0,0,0,0,0,0,0,0,0,RG,17,NA,NA,NA,NA,NA,0,0,6107.776882,-84.47575,42.71659,278,0
12,2,control,3,15-Aug-22,16-Aug-22,NA,CG,21,1,0,3,5,0,0,5,0,3,0,0,0,1,RG,13,NA,NA,NA,large insect eggs,NA,15.61823604,0,3362.797078,-84.47575,42.71659,278,0
12,3,control,3,15-Aug-22,16-Aug-22,NA,CG,24,0,0,0,0,0,0,0,0,0,0,0,0,1,RG,11,NA,NA,NA,NA,NA,7.173815129,0,3512.696302,-84.47575,42.71659,278,0
13,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,27,0,2,6,0,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,leaves mostly discolored,0,0,2938.658475,-84.477522,42.716365,275,0
13,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,25,5,0,5,2,0,0,0,0,0,0,0,0,0,RG,3,NA,NA,NA,NA,leaves mostly discolored,0,0,2864.094167,-84.477522,42.716365,275,0
13,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,27,1,5,7,1,0,0,0,0,0,0,0,0,1,RG,0,NA,NA,NA,NA,leaves mostly discolored,1.2562689,0,4365.217223,-84.477522,42.716365,275,0
14,1,control,3,15-Aug-22,16-Aug-22,NA,CG,23,0,0,6,2,0,0,1,0,1,0,0,0,1,RG,2,NA,NA,NA,NA,NA,9.901406093,0,3253.621755,-84.476895,42.717623,277,0
14,2,control,3,15-Aug-22,16-Aug-22,NA,CG,24,1,0,4,0,0,0,1,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,6.435465933,0,3770.933933,-84.476895,42.717623,277,0
14,3,control,3,15-Aug-22,16-Aug-22,NA,CG,23,1,0,21,0,0,0,0,0,0,0,0,0,0,RG,2,NA,NA,NA,NA,NA,0,0,4224.242706,-84.476895,42.717623,277,0
15,1,treatment,3,15-Aug-22,16-Aug-22,NA,CG,20,0,0,0,0,0,0,0,0,0,0,0,0,1,RG,14,NA,NA,NA,leaf a bit damaged,no flag,34.88520742,0.009510914,2130.916999,-84.47603,42.71563,279,0
15,2,treatment,3,15-Aug-22,16-Aug-22,NA,CG,22,0,0,0,0,0,0,0,0,0,0,0,0,1,RG,41,peeled over midrib,1,NA,large insect eggs,no flag,87.7954542,0.007908118,2446.324722,-84.47603,42.71563,279,0
15,3,treatment,3,15-Aug-22,16-Aug-22,NA,CG,23,1,1,5,2,0,0,0,0,0,0,0,0,0,RG,21,NA,NA,NA,NA,no flag,0,0,3968.123348,-84.47603,42.71563,279,0
16,1,control,3,15-Aug-22,16-Aug-22,NA,AS,26,0,0,6,0,0,0,0,0,0,0,0,0,0,RG,10,NA,NA,NA,iridescent egg casings,NA,0,0,3442.827321,-84.47642,42.71538,277,0
16,2,control,3,15-Aug-22,16-Aug-22,NA,AS,26,1,1,2,0,0,0,2,0,0,0,0,0,1,RG,24,NA,NA,NA,NA,NA,9.13796736,0,2373.837469,-84.47642,42.71538,277,0
16,3,control,3,15-Aug-22,16-Aug-22,NA,AS,26,1,0,0,0,0,0,2,0,0,0,0,0,1,RG,4,NA,NA,NA,iridescent egg casings,NA,20.70961969,0,3113.950102,-84.47642,42.71538,277,0
17,1,treatment,3,15-Aug-22,16-Aug-22,NA,AS,24,0,0,0,0,0,0,0,0,0,0,0,0,1,RG,4,NA,NA,NA,white ridged eggs,NA,102.0911133,0,4471.620152,-84.47304,42.71497,276,0
17,2,treatment,3,15-Aug-22,16-Aug-22,NA,AS,24,1,0,4,1,0,0,0,0,0,0,0,0,0,RG,2,NA,NA,NA,NA,NA,0,0,3527.33067,-84.47304,42.71497,276,0
17,3,treatment,3,15-Aug-22,16-Aug-22,NA,AS,24,0,0,1,1,0,1,0,0,0,0,0,0,0,RG,4,NA,NA,NA,1 Psyllid,NA,0,0,4007.433274,-84.47304,42.71497,276,0
18,1,control,3,15-Aug-22,16-Aug-22,NA,AM,27,0,5,4,0,0,0,1,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0,3127.878378,-84.475779,42.718937,273,0
18,2,control,3,15-Aug-22,16-Aug-22,NA,AM,22,0,0,3,1,0,0,0,0,0,0,0,0,0,RG,5,NA,NA,NA,NA,NA,0,0,2276.09939,-84.475779,42.718937,273,0
18,3,control,3,15-Aug-22,16-Aug-22,NA,AM,27,0,1,0,0,0,0,3,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0,2049.788193,-84.475779,42.718937,273,0
19,1,treatment,3,15-Aug-22,16-Aug-22,NA,AS,26,0,1,1,0,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0,4057.999441,-84.47436,42.71487,273,0
19,2,treatment,3,15-Aug-22,16-Aug-22,NA,AS,22,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,3,NA,NA,NA,NA,NA,0,0,2940.929078,-84.47436,42.71487,273,0
19,3,treatment,3,15-Aug-22,16-Aug-22,NA,AS,24,0,0,0,0,0,0,0,0,0,0,0,0,1,RG,4,NA,NA,NA,iridescent egg casing,NA,0,0,3291.858208,-84.47436,42.71487,273,0
20,1,control,3,15-Aug-22,16-Aug-22,NA,AM,28,0,0,0,0,0,0,0,0,0,0,0,0,1,RG,0,NA,NA,NA,no mites except Eriophyids,NA,3.853035855,0,3968.074961,-84.47596,42.718591,274,0
20,2,control,3,15-Aug-22,16-Aug-22,NA,AM,26,0,1,3,0,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0,3438.167836,-84.47596,42.718591,274,0
20,3,control,3,15-Aug-22,16-Aug-22,NA,AM,26,2,1,1,0,0,0,0,0,1,0,0,0,1,RG,7,NA,NA,NA,NA,NA,42.9174431,0,3204.980314,-84.47596,42.718591,274,0
21,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,33,0,0,10,2,2,0,0,0,0,0,0,0,0,RG,1,NA,NA,NA,NA,lots of herbivory,0,0,5354.10694,-84.477578,42.716551,275,0
21,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,26,1,0,4,0,0,0,0,0,0,0,0,0,0,RG,2,NA,NA,NA,NA,lots of herbivory,0,0,3804.023447,-84.477578,42.716551,275,0
21,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,31,1,0,5,0,0,0,1,0,1,0,0,1,0,RG,0,NA,NA,NA,NA,lots of herbivory,0,0,3139.195551,-84.477578,42.716551,275,0
22,1,control,3,15-Aug-22,16-Aug-22,NA,CG,23,0,1,4,2,0,0,0,0,0,0,0,0,0,RG,6,NA,NA,NA,NA,NA,0,0,2661.902974,-84.47737,42.71657,0,0
22,2,control,3,15-Aug-22,16-Aug-22,NA,CG,24,0,1,12,5,0,0,0,0,0,0,0,0,0,RG,16,NA,NA,NA,dead LB,NA,0,0,2674.714767,-84.47737,42.71657,0,0
22,3,control,3,15-Aug-22,16-Aug-22,NA,CG,22,0,0,6,1,0,0,0,0,0,0,0,0,0,RG,5,NA,NA,NA,NA,NA,0,0,2980.572337,-84.47737,42.71657,0,0
23,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,24,0,0,1,0,0,0,1,0,0,0,0,0,0,RG,10,NA,NA,NA,NA,lots of herbivory,0,0,3779.894482,-84.477619,42.717992,272,0
23,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,27,0,0,4,1,0,0,1,0,0,0,0,0,0,RG,35,NA,NA,NA,NA,lots of herbivory,0,0.006218121,4506.125432,-84.477619,42.717992,272,0
23,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,26,4,0,2,0,0,0,0,0,0,0,0,0,0,RG,3,NA,NA,NA,NA,lots of herbivory,0,0,5023.944778,-84.477619,42.717992,272,0
24,1,control,3,15-Aug-22,16-Aug-22,NA,AM,29,0,0,1,0,0,0,0,0,0,0,0,0,1,RG,60,NA,NA,NA,NA,NA,3.718627628,0,4712.361417,-84.473904,42.717238,280,0
24,2,control,3,15-Aug-22,16-Aug-22,NA,AM,30,1,0,1,0,0,0,0,0,0,0,0,0,1,RG,0,NA,NA,NA,NA,NA,6.448010701,0,3658.498763,-84.473904,42.717238,280,0
24,3,control,3,15-Aug-22,16-Aug-22,NA,AM,28,0,0,1,0,0,0,0,0,0,0,0,0,0,RG,3,NA,NA,NA,2 Psyllids,NA,0,0,5404.735831,-84.473904,42.717238,280,0
25,1,treatment,3,15-Aug-22,16-Aug-22,NA,CG,29,0,0,3,0,0,0,1,0,0,0,0,0,1,RG,18,NA,NA,NA,NA,NA,113.7326579,0,3395.881215,-84.47289,42.71547,277,0
25,2,treatment,3,15-Aug-22,16-Aug-22,NA,CG,31,2,0,0,2,0,0,0,0,1,0,0,0,1,RG,32,NA,NA,NA,NA,NA,6.440842262,0,4756.067388,-84.47289,42.71547,277,0
25,3,treatment,3,15-Aug-22,16-Aug-22,NA,CG,26,0,0,3,2,0,0,0,0,0,0,0,0,1,RG,11,NA,NA,NA,NA,NA,10.8458479,0,3398.852533,-84.47289,42.71547,277,0
26,1,control,3,15-Aug-22,17-Aug-22,NA,CG,23,0,0,3,0,0,0,0,0,0,0,0,0,1,AM,8,peeled over midrib,1,NA,NA,NA,25.90852993,0,2487.329984,-84.475276,42.717366,278,0
26,2,control,3,15-Aug-22,17-Aug-22,NA,CG,19,2,0,1,1,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,3752.208179,-84.475276,42.717366,278,0
26,3,control,3,15-Aug-22,17-Aug-22,NA,CG,22,2,0,0,1,0,1,0,0,0,0,0,0,0,AM,25,NA,NA,NA,NA,NA,0,0,4070.931305,-84.475276,42.717366,278,0
27,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,25,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,18,NA,NA,NA,"lots of very long trichomes, no mites",NA,0,0,3714.109719,-84.47241,42.71446,272,0
27,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,29,0,0,4,0,0,0,0,0,0,0,0,0,0,RG,10,NA,NA,NA,"lots of very long trichomes, no mites",NA,0,0,4418.819224,-84.47241,42.71446,272,0
27,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,23,0,0,1,0,0,0,0,0,0,0,0,0,0,RG,26,NA,NA,NA,"lots of very long trichomes, no mites",NA,0,0,1805.500344,-84.47241,42.71446,272,0
